ProductKey;item_status;item_size;item_create_date;product_aging_year;ntile20_unit_price_corp
71954d1cb21d31b69e8125a4f7d432f36931a957;SERIES;Motor R - Small;2014-05-29 11:05:43.000;-4.0;15
71be0b8136e6a88e5577206aea148ec83b6e9482;AMONLY;Motor R - Large;2014-02-20 09:58:40.000;-6.0;1
72e92b31d68e09c3b414f1718c566f261fb433a6;SERIES;Motor R - Large;2014-02-18 10:34:40.000;0.0;1
72f209b22dbb7e79a5df41edc66037e964e459af;SERIES;Motor R - Medium;2014-02-11 12:47:03.000;-4.0;5
74783e71a06b613a3a40172e1be76cd05012b338;AMONLY;Motor R - Small;2014-02-20 09:58:09.000;-3.0;17
7485e94d208b51c676799883eb5ce80541787598;SERIES;Motor R - Medium;2014-02-17 14:23:53.000;-6.0;8
7944d7a52a785ebd58e90853482fb8ec2169b31a;SERIES;Motor R - Small;2014-02-07 15:02:16.000;1.0;14
7b054c6c6c99af3047e6bbff1dc712191c24f58d;SERIES;Motor R - Medium;2014-02-11 12:48:44.000;0.0;8
7b1caacd50d29aa2cb390307e91c8e0fd2a6d7e3;SERIES;Motor R - Medium;2014-02-10 13:55:17.000;1.0;8
7b5a02c7e9c75a7986adb4fd191978e94ceccb44;SERIES;Motor R - Small;2013-11-21 15:20:54.000;3.0;13
7c7ab9a7891d43f87563b6ab79173d073f0cba85;SERIES;Motor R - Small;2014-02-07 15:04:56.000;-7.0;11
7cc66b20139b7ef14c0214a0d30df827ca613a97;SERIES;Motor R - Medium;2013-12-09 14:35:59.000;0.0;4
7dee25f72655db1b52c39b68eac9d48948c23233;SERIES;Motor R - Small;2014-02-07 15:09:40.000;-6.0;15
7eba97db567c0adf435836b8a550d9d43cd3f97b;SERIES;Motor R - Small;2014-02-07 15:04:17.000;-3.0;12
824e9176e3ea65f27910ac310805535bce0dd641;SERIES;Motor R - Medium;2014-05-23 14:43:11.000;1.0;6
84715837a4e704b0fe5adaaea936fcaf25c11ee6;SERIES;Motor R - Medium;2014-05-29 11:05:43.000;-5.0;12
84d0281041438991af95c66cbf2164c166b0056f;AMONLY;Motor R - Small;2014-02-06 11:28:20.000;-1.0;8
8688f738ad5278686f4a75956352cc6ec751fe86;AMONLY;Motor R - Small;2014-02-06 11:19:51.000;-4.0;15
892081c42e72819a530a7e61580dfc61750a04b5;AMONLY;Motor R - Medium;2014-02-13 09:13:30.000;-5.0;8
8b7f9897889f3c60f47d44bc32a700b9b2a5f46a;AMONLY;Motor R - Large;2014-02-20 09:07:36.000;-1.0;1
8c088f2193852e27c2172e7ac11acc824a7cf4e8;SERIES;Motor R - Large;2014-02-18 10:34:39.000;-4.0;1
8c43022585ccb269bcb9654e8aed8b8b736abcf6;SERIES;Motor R - Medium;2014-02-12 09:00:36.000;2.0;3
8c8442918870d5e27d71da1f5edc12de9aed207d;SERIES;Motor R - Large;2015-12-21 07:52:54.000;1.0;1
8de8b0d0a7e42ef0f9be8223392e85a0edc8b352;PROTOTYPE;Motor R - Large;2016-05-25 16:22:40.000;0.0;1
90ed90dbede158c62ec8dbd6d5fc5bf4d82f0716;SERIES;Motor R - Medium;2014-02-17 14:24:04.000;-5.0;7
937a0ba346845c75f1ac7688b17588d79b713873;SERIES;Motor R - Large;2014-02-20 09:58:33.000;-1.0;5
94d170b8b639e03a47c542d5e54d2bea5b6fe561;SERIES;Motor R - Medium;2014-02-10 13:56:06.000;1.0;12
97556c3374810f9e6aa45274a0b3c3df9d99c58c;SERIES;Motor R - Small;2014-02-10 10:14:29.000;-3.0;11
9e697c9b985b776de888e4986426db82cd5362ea;SERIES;Motor R - Medium;2014-02-17 14:23:55.000;-5.0;4
9f2dafd5177aa3f363624277a1c227da6b019154;AMONLY;Motor R - Medium;2014-02-13 09:14:00.000;-6.0;3
9faad8e325876e3f97f9a0ab14d4d86aeb826e7f;SERIES;Motor R - Medium;2014-02-13 09:13:44.000;-3.0;5
a0db61c0d4a3bac123a752c9868f15aa56b10ad2;AMONLY;Motor R - Medium;2014-02-10 13:55:20.000;-7.0;9
a10e34fa98024b6e422193472be3fd14e0b3f20b;AMONLY;Motor R - Medium;2014-02-11 12:46:58.000;-4.0;4
a19a896df070f9f2e402094ddd7ae6b2ed39c777;AMONLY;Motor R - Medium;2014-03-21 13:45:45.000;-4.0;1
a23776809ac5cc74fc3dd7c588ff94ff388c839e;SERIES;Motor R - Medium;2014-02-17 14:23:52.000;-8.0;5
a275f15a307f3da09142443567a51c665e16a111;SERIES;Motor R - Small;2014-02-07 15:09:19.000;1.0;16
a645551885400550895ee84dd6d2e385c7e090cc;SERIES;Motor R - Small;2014-02-20 10:08:27.000;-4.0;7
a9141916e09a545d6938e2fb3f004e349b81e773;SERIES;Motor R - Medium;2014-02-11 12:48:27.000;-6.0;6
a92eff1c1bb9e211561a17b1e44811e45ab275e9;AMONLY;Motor R - Medium;2014-02-20 19:11:01.000;-5.0;3
aa2e0682de8730c0dd8bd6de78a1125aaf65bf76;SERIES;Motor R - Medium;2014-02-20 09:56:58.000;-4.0;3
aa517ec9889a3dd9c62137f3ae8f563247b279e8;SERIES;Motor R - Medium;2014-02-11 12:49:06.000;-2.0;12
ac895418321f66de2b22f1b70ab8313ad14c8588;AMONLY;Motor R - Large;2014-02-20 09:07:09.000;-2.0;1
af889b386afd1c825d0ec99746c569969d6cbeb4;SERIES;Motor R - Medium;2014-02-13 10:25:34.000;-6.0;9
b08f47a2cf74a8fd0e42ee43f1850e1a64d7cb3b;SERIES;Motor R - Medium;2014-03-27 08:36:21.000;-4.0;7
b116ec1d25b604e188f078cc6422c1d31b970560;AMONLY;Motor R - Small;2014-02-10 10:15:05.000;-6.0;16
b305472e3df875f098b25d17adf05146875655c2;AMONLY;Motor R - Medium;2014-02-13 17:08:16.000;-7.0;3
b4195c8778a1b8d27b4afc888013d704bdfcd59f;AMONLY;Motor R - Medium;2014-02-11 12:47:49.000;-6.0;4
b59c8e73b58e9d02bfb92c383e7cad8435e95fdd;SERIES;Motor R - Large;2014-12-23 13:17:42.000;1.0;1
bb67f397c218a80e71d662d8c78ce735cd658e5c;SERIES;Motor R - Medium;2014-05-29 11:05:42.000;-3.0;13
bd8e8bf47bb8fe5ff2b0e8ee5929e579e4bb5ba8;SERIES;Motor R - Medium;2014-02-11 12:48:38.000;-3.0;8
bdea9cff50547de578da0c6b153f2291fbd152e6;SERIES;Motor R - Small;2014-02-07 15:10:06.000;2.0;8
bdfcc83ee693e299207e47cd688680087ceec695;SERIES;Motor R - Small;2014-02-07 15:07:16.000;-6.0;12
be301607cb165854dcddfc6b873c09f8f072cbe9;SERIES;Motor R - Medium;2014-02-12 09:00:52.000;-1.0;7
c55439fd0345b35998d40f4ac7f4fa69d46a6586;AMONLY;Motor R - Small;2014-02-06 11:33:36.000;-4.0;6
c6e71a9ddf1744a72508973c3e6accc15eaae12c;SERIES;Motor R - Medium;2014-02-12 08:57:59.000;2.0;3
c8800b782dccb697a495005d910bc5196838bcd1;SERIES;Motor R - Small;2014-09-29 14:35:52.000;0.0;15
cd547090151d65631e8a48c328999205186f3c1b;AMONLY;Motor R - Small;2014-02-07 15:03:23.000;-6.0;14
cdf4a9e9b20fe2ec7724d80d432d95e061bd3690;PROTOTYPE;Motor R - Medium;2014-02-20 10:09:15.000;0.0;1
cf11ac1ccece5c2f3ab9a586228ab481c9d405ca;SERIES;Motor R - Small;2014-02-07 15:09:55.000;-6.0;9
cf776dee6bf4a07dcc1f0c2eeeb897a1dce8d010;SERIES;Motor R - Medium;2016-07-05 15:00:20.000;0.0;5
cf93da9a89fb8e481eccc62f21d69bf1398c80f9;SERIES;Motor R - Small;2014-02-07 15:08:23.000;2.0;4
cfa4ad4421eac0f08c17ca01d9679aab77305439;OBSOLETE;Motor R - Medium;2014-02-20 09:55:17.000;-3.0;10
d3f36754996e4b5013c863c12e1ab61dd9dd8df1;PRESERIES;Motor R - Medium;2014-01-27 09:41:30.000;-1.0;3
d470d0a02404db4468e14cfb15f13f3ff72214d3;AMONLY;Motor R - Medium;2014-02-11 12:48:39.000;-6.0;9
d4b11e8c45eb9c92af57a7263ae8fd0f4c0df9a9;SERIES;Motor R - Small;2014-02-21 07:32:06.000;-7.0;15
d534c5a8cc33ccef0de9bce4fc7d3c96acdbf68c;SERIES;Motor R - Medium;2014-02-10 13:55:48.000;1.0;14
d53c50eb0b8a7b4b3da9a9892256c98573c19f69;AMONLY;Motor R - Small;2014-02-10 10:14:50.000;-5.0;10
db7abe236bf9abbd2e03edc6a132b20b758b8714;SERIES;Motor R - Small;2014-02-10 10:14:31.000;-7.0;8
dc9006b23c76b091985b6f80f805a0ed020a0c3c;AMONLY;Motor R - Small;2014-02-06 11:33:19.000;0.0;13
df573d0f35f2e51d5dc54756f09539ce4e952e53;SERIES;Motor R - Small;2014-02-20 09:58:14.000;-7.0;17
e16f31fe6fb6aba6df6b3d3259c044c97b9d27ef;SERIES;Motor R - Large;2014-02-19 10:01:48.000;-7.0;1
e36612a2745c05e5537005a438d2318a8d445e34;SERIES;Motor R - Small;2014-02-07 15:06:48.000;-7.0;14
e5562c9ee139661d51c7ab999ce542d835aa47a4;AMONLY;Motor R - Large;2014-02-20 09:07:11.000;-3.0;1
e7235909cf1885e050dabb659b66eb753cd4fceb;SERIES;Motor R - Large;2014-02-18 10:35:15.000;-6.0;2
e740ca7961aab6d0f9129f4d8fd20ccb20dd2530;SERIES;Motor R - Medium;2014-03-26 20:00:20.000;-4.0;10
e801e5fa600f2f4c713899710f66820bd75fb272;PROTOTYPE;Motor R - Medium;2014-02-17 16:08:57.000;-4.0;7
e82984737f0c636ec05f639b659dbace1e8d252e;AMONLY;Motor R - Medium;2014-02-12 09:00:49.000;-4.0;2
e9791161c1d3a613249b361b59fd5d21b7fcc0b8;SERIES;Motor R - Medium;2014-02-10 13:52:36.000;-4.0;7
ed537566170d34ea7c4ad0dba878373b4d0978a3;AMONLY;Motor R - Medium;2014-02-13 09:13:54.000;-5.0;7
efca42f4bd7e277432a9c75840e6a036f3159afe;SERIES;Motor R - Medium;2014-02-10 13:55:52.000;0.0;12
f0655b2db15ea7d0345d3e6cde47c63549f03331;AMONLY;Motor R - Small;2014-02-06 12:54:45.000;-6.0;16
f2b54d6fc79bd56a1cb482246bfdceeec7fb2bd7;SERIES;Motor R - Small;2014-02-06 12:56:43.000;-3.0;14
f4259ad3a8f1f2ce0c6afb3a25cbcd16badc81da;SERIES;Motor R - Small;2015-01-20 08:25:57.000;1.0;17
f73491938b53213516ce97b0965656ce339e7bc9;AMONLY;Motor R - Medium;2014-02-17 14:23:28.000;-3.0;5
f82905df11762911e9d3453500fdd6d7d57f7990;SERIES;Motor R - Small;2014-02-07 15:10:05.000;-4.0;13
fb6d0bbbf34396201c5681fec4d6845cb1ce1969;SERIES;Motor R - Medium;2014-02-10 13:54:32.000;-3.0;10
fd412f966c44657a36073878a7b810de0ada0088;SERIES;Motor R - Medium;2014-02-12 08:58:10.000;-1.0;2
ff3ac341abc565785b8ddb735924d1e1808f3dc2;AMONLY;Motor R - Small;2014-02-07 15:08:30.000;-5.0;6
0259fcc9ae5551d0cb7370e68e96746f57b9325b;SERIES;Motor R - Medium;2014-02-17 16:10:02.000;-7.0;3
034c44d7a7a73d864e1c1ac13752b5a9e73f7250;SERIES;Motor R - Large;2014-02-18 10:32:35.000;-6.0;4
044b82cd9e51161d0f7eb8eecde82fb669cbc065;AMONLY;Motor R - Medium;2014-01-09 09:26:16.000;-4.0;9
0900f77e2c72ff036ed51d4415bad418bcdbecfd;SERIES;Motor R - Medium;2014-03-27 09:15:17.000;-4.0;7
0a346b652f7a022ec2d1be0b9c0bb1027c051c49;SERIES;Motor R - Medium;2014-02-13 17:07:38.000;-7.0;4
0c9345399daeeb7c6879b0b3dc05a5515aafd4a2;PROTOTYPE;Motor R - Medium;2015-01-12 12:05:25.000;-1.0;3
0cfaef353e962db42178057a63a68f5c7fbccdfc;SERIES;Motor R - Small;2014-02-07 15:06:38.000;1.0;4
0d08f340a4b49b0b7f92079485a3d5aa4c4c76c2;SERIES;Motor R - Large;2014-02-19 12:32:12.000;-3.0;1
0f688a9d2ad8176fc30cf7f9b9c25b6e15dfb43e;SERIES;Motor R - Medium;2014-02-12 09:00:33.000;-4.0;10
1153cf596defcc66a8b083e27c9524039e857d1f;SERIES;Motor R - Medium;2014-02-13 09:12:25.000;0.0;2
13b0a9d56828767fc61aed596c8bd7d55538b6ca;AMONLY;Motor R - Medium;2014-02-10 13:53:29.000;-6.0;6
14830f968af571e3ea908315d182328158104eaf;AMONLY;Motor R - Medium;2014-02-13 09:14:51.000;-6.0;6
166f06876b556a61de4cd9cb8c5f614a2a7cac55;AMONLY;Motor R - Medium;2014-02-13 09:13:26.000;-2.0;2
16808828784091c20011cc52382f5742f475f126;AMONLY;Motor R - Small;2014-02-07 15:07:43.000;-6.0;11
1ba64f6f15a4dd56a83d504edc09bc152ba9f8b5;SERIES;Motor R - Medium;2014-05-29 11:05:44.000;2.0;9
1c1bb34b93c4fa49e9b8066280ed49ca5f2072c7;SERIES;Motor R - Medium;2014-02-17 16:09:04.000;-2.0;3
1c9d18c6a190691ccd95792e2674f9e7bb975ae5;AMONLY;Motor R - Medium;2014-02-13 17:09:35.000;-5.0;3
1d0082237230f3c66123cb56ec1082f917759485;AMONLY;Motor R - Medium;2014-05-29 11:05:42.000;-6.0;4
1df6f7595528dcade7ee4bb3746fea8cf56226b6;SERIES;Motor R - Small;2015-12-14 07:52:20.000;0.0;14
231b344bf910c24a1bcc6d62377ec2767c730dbb;PROTOTYPE;Motor R - Medium;2014-05-29 11:05:44.000;-3.0;2
23c798b66852a7608be74185e97e301574e2ccf0;SERIES;Motor R - Medium;2015-04-16 08:10:32.000;0.0;4
2556401b152464e4d03ec0bb1cf8a5721f47eac6;PROTOTYPE;Motor R - Medium;2014-03-26 20:18:19.000;2.0;5
258b6b4ecdd0581ef2ddbe286768249c588ea346;SERIES;Motor R - Small;2014-02-07 15:08:23.000;-2.0;12
25bc71a44ff74a0b8eb1bd79e3fa36d302ddb2e9;PROTOTYPE;Motor R - Large;2014-02-18 10:34:06.000;1.0;2
290fd72af75706255fd54d9b253890d8108b2ead;SERIES;Motor R - Small;2014-02-07 15:10:01.000;1.0;14
2a4c0a6d2dcb992c378eec3b0710dec0f2edd29b;AMONLY;Motor R - Small;2014-02-07 15:04:05.000;-5.0;10
2a7c47d025de394ed05f09a698c60a7caa38fe7e;SERIES;Motor R - Small;2014-02-07 15:06:47.000;-5.0;9
2c58c1473d5ffb1a0735536666721223cc72cebc;SERIES;Motor R - Medium;2014-02-13 09:12:18.000;-6.0;12
2f9812226feb45c0fe81c0b59fdde2e0c2383d82;SERIES;Motor R - Small;2014-02-10 10:14:41.000;0.0;12
2fae7c96a6af2e6fad2cba2734e7be66a812c6f4;AMONLY;Motor R - Small;2014-02-20 09:58:09.000;0.0;19
30d02f2c6101ba2196b00569f0edf3a7a744b839;SERIES;Motor R - Large;2014-02-18 10:31:17.000;-2.0;1
33a7dec3c76f476df15a2e2ee31a54a1f4bb6b0e;SERIES;Motor R - Large;2014-02-18 10:31:54.000;-1.0;2
34cb3f7ec1ea5523d0ba9fedc68c70738ca4f6a8;SERIES;Motor R - Small;2014-01-16 07:59:39.000;1.0;18
369dd84d83b0b7b025af8a17c5c1c78e8a926a62;SERIES;Motor R - Medium;2014-02-11 12:48:53.000;-4.0;10
36a3216f8bc5aa539d66e3df8517f50263d9182e;SERIES;Motor R - Medium;2014-02-17 16:10:02.000;-3.0;2
387c28c0b54de48505967af9ad6b1a335c8e5b08;SERIES;Motor R - Medium;2014-02-12 08:59:17.000;-4.0;10
38c990b45c199fab2216c23398a3a794ed21859a;SERIES;Motor R - Medium;2014-01-09 14:14:49.000;-8.0;13
3c3d4d1440e613d25278ba62f0757f70c5de2b35;SERIES;Motor R - Small;2014-02-20 09:58:57.000;2.0;18
3d9a58b5c18908e0de7ec621dba797ee3047e1ad;AMONLY;Motor R - Small;2014-02-07 15:09:22.000;-5.0;15
3f3b2456556cf274d351e7ea0c70924807b47052;SERIES;Motor R - Medium;2014-02-11 12:49:28.000;2.0;1
3f4fdcd6b60ff70b0fc4700c6a85b207145de0d1;SERIES;Motor R - Large;2013-11-27 00:32:09.000;3.0;1
4166886769912e00a6792c2084c795323813f05a;SERIES;Motor R - Small;2014-02-07 15:08:08.000;-4.0;14
432796976c22ea84c88582b85f6fa316d5de665c;AMONLY;Motor R - Medium;2014-02-13 09:14:15.000;-2.0;4
43bdec8731dd62f6f734e4fd287998ed5351ebda;SERIES;Motor R - Medium;2014-02-10 13:52:47.000;-1.0;12
45190377c81c08a868563dfa93933ad38271adb3;SERIES;Motor R - Large;2014-02-20 09:07:40.000;2.0;1
45e5c65c946aab7c846550f9239eb12059974398;AMONLY;Motor R - Small;2014-05-29 11:05:42.000;-6.0;11
46f51bf03f0b689dc4b79f3ee689264c37e6b1af;SERIES;Motor R - Medium;2014-01-10 18:48:38.000;-1.0;2
4811059ffa478bb7e3e2a3431dae2d4f50fa200c;SERIES;Motor R - Large;2014-02-20 09:05:24.000;-3.0;1
4a50580ec9acc2faeb244bce550480b9a4c6013a;AMONLY;Motor R - Medium;2014-02-13 17:09:29.000;-7.0;5
4e79cf49692946027fd241ac985f9ad4765ec656;SERIES;Motor R - Large;2014-02-19 10:00:22.000;-8.0;1
50c3feabf87721face33ac26fe209538487e1a45;SERIES;Motor R - Small;2014-02-04 07:21:35.000;0.0;15
51eab565aea2294fa3a0ca898c75d9f0fb4664d9;AMONLY;Motor R - Small;2014-02-07 15:09:34.000;-4.0;13
53805d16092eb9ae3e22ec67e3127c0b3104003c;AMONLY;Motor R - Medium;2014-02-20 09:58:28.000;-5.0;9
539e30d3e3732777e6387a2821b0c0529f1cc061;AMONLY;Motor R - Small;2014-02-07 15:02:37.000;-7.0;7
542f01b70cefa65c8e53b1d015f848324286e440;AMONLY;Motor R - Medium;2014-02-13 17:10:01.000;-6.0;4
56aaa0ee9b980930a61eba6e94b5fc3303407565;SERIES;Motor R - Medium;2014-02-11 12:48:59.000;-3.0;9
56d7eb3e662930aaceb3172eda5d9ed6db3db674;AMONLY;Motor R - Medium;2014-02-20 09:58:41.000;-3.0;11
57c558b0b862c0286d8fc94c179a7006a049927e;AMONLY;Motor R - Large;2014-02-18 10:35:07.000;-6.0;2
5d293a241c215f2ac8c700512fef7469527ca943;SERIES;Motor R - Small;2014-02-07 15:08:37.000;1.0;5
6068adc01f4a98248060bd2aa18de41313434135;AMONLY;Motor R - Small;2014-02-06 11:28:09.000;-7.0;17
60dfc0aba9c3897ff97d1d9467fc2f00213a9d93;PROTOTYPE;Motor R - Small;2015-02-25 15:40:08.000;0.0;18
616bc37994e0973eacc62f5f85502c425151b23b;SERIES;Motor R - Small;2014-02-07 15:10:00.000;1.0;8
630b67c842b0da078f2f0278aa2a1013a225e4ed;AMONLY;Motor R - Medium;2014-02-13 09:13:44.000;-6.0;9
695590c7732f9bb61b4ce05fba00475dabfbe165;PROTOTYPE;Motor R - Medium;2014-02-13 17:09:50.000;-5.0;8
69f2d6579ff8aea8400724969d007ac88dca388b;SERIES;Motor R - Medium;2014-12-01 16:36:03.000;1.0;2
6a47e7a5c3d1b8949aa0c0226d9a68bcbd73ad41;SERIES;Motor R - Medium;2014-07-02 13:02:11.000;1.0;4
6afe23924f17ec8b21bda165052e2c4001288d69;SERIES;Motor R - Medium;2014-02-13 09:13:32.000;0.0;3
6ced64aa429bae73f4345e640f294badaeb2b711;SERIES;Motor R - Medium;2014-02-13 11:21:17.000;-6.0;6
6d4eff2050152b53b6ece5b34697d5371ef0f21a;SERIES;Motor R - Medium;2014-02-13 09:15:19.000;-7.0;4
6df0875d0deb1eae259b449bcc1deb3e19d6cc01;SERIES;Motor R - Medium;2014-02-11 12:48:51.000;-2.0;8
71e7585487d94025fdd862f8b84addf8922ae13b;AMONLY;Motor R - Small;2014-02-20 09:58:09.000;1.0;19
726a5e4f6e3d600a746d7082b93a5d434f87c3f5;SERIES;Motor R - Large;2014-02-20 09:58:16.000;1.0;10
770ce6d946fde548bc6700ed60114bc76fd802b9;SERIES;Motor R - Medium;2014-02-17 11:11:28.000;-7.0;1
7a581825ce7b7590e31d4651a0181072fe19c7b4;AMONLY;Motor R - Medium;2014-02-12 08:58:41.000;-7.0;7
7ad4d2c5b07186c0526d3230f2a7c57db965cfdc;AMONLY;Motor R - Large;2014-02-18 10:31:49.000;-7.0;2
7adaa8a094d7d91e126d8cbaada815da9dcf05fe;AMONLY;Motor R - Large;2014-02-18 10:33:21.000;-7.0;1
7b263300556376ad29ffc8d2242ff7a911bd255e;AMONLY;Motor R - Medium;2014-02-17 11:11:07.000;-7.0;5
7c7a5bd28c46722278f6cdfc326eed6bff10dd9c;SERIES;Motor R - Medium;2014-02-10 13:54:20.000;-3.0;13
7eedbf77a768e5cf1a77151c5db125ab434e9856;SERIES;Motor R - Small;2014-04-17 12:49:33.000;2.0;17
80787e1917cc1450524083f8aa97501a7201a8ff;SERIES;Motor R - Large;2014-11-06 10:42:47.000;0.0;1
826d63366802551236d75ac29778edeecbc5a9ea;AMONLY;Motor R - Medium;2014-02-17 11:11:08.000;-6.0;4
860068491bfe1f09d651abedda9e1b4f1756d6ef;AMONLY;Motor R - Small;2014-02-05 09:49:44.000;-3.0;14
8715c73927822279698f3ddb324554b33a1d32c5;SERIES;Motor R - Medium;2014-03-27 09:15:17.000;-1.0;8
89f8a0f01999b007721e69f9c01af7302de80a00;SERIES;Motor R - Medium;2014-01-27 09:41:26.000;-1.0;4
8c370ebf57c3247ecdca5a6eabac4614dc39658e;SERIES;Motor R - Medium;2014-02-17 16:08:58.000;-2.0;7
8cd2d6407afb87a8d0ea0c423fe31ca6eb0992c3;AMONLY;Motor R - Medium;2014-02-20 10:09:16.000;-6.0;4
8d47ff36b0f8b0fde8d18e22f5062554700136ad;SERIES;Motor R - Medium;2014-02-11 12:46:55.000;-4.0;8
8d6ae8a36361a1354719d90f67d78762cb33d631;AMONLY;Motor R - Medium;2014-02-17 11:11:17.000;-8.0;7
90d8c754da1578c4b26de09ef5e31c6b81f4d5e1;SERIES;Motor R - Small;2014-05-29 11:05:43.000;;7
97bc4b9f7f6205389b990619860596ebab3d75a8;AMONLY;Motor R - Medium;2014-02-17 11:10:54.000;-6.0;4
988f2ccbdedbb3eb6078a8682ed2c5e5496022d6;SERIES;Motor R - Medium;2014-01-09 18:30:26.000;-3.0;5
99476b507a21dcbd0b9045136b397ed23bd3103c;SERIES;Motor R - Small;2014-02-06 12:54:58.000;-7.0;17
9994ed26fc6f5f81e4efed62593c1dd9cf131a04;SERIES;Motor R - Small;2014-02-20 10:05:13.000;-6.0;15
9b558f487fbf2a411e40971faa62feffe51c9415;SERIES;Motor R - Large;2014-02-20 09:06:36.000;-8.0;1
9c033bd743b56e6854263670c9503557bf794753;AMONLY;Motor R - Medium;2014-02-11 12:48:23.000;-7.0;8
9d01d70485a2b079b7b16cfc986c2ec6e5917075;AMONLY;Motor R - Medium;2014-02-13 17:08:27.000;-6.0;3
9db42c9b67a213beba99082a061e598c8880dfd1;AMONLY;Motor R - Small;2014-02-06 11:28:03.000;-7.0;18
9e21352ca4de9837759aaab6e8d6b9d02c7fa28b;OBSOLETE;Motor R - Small;2014-02-06 11:28:23.000;-5.0;14
9ef19b8d03d4d65625f5b5c9b094b4a81927cc15;SERIES;Motor R - Medium;2014-02-13 09:14:33.000;2.0;8
9f0d207830065b84fb9e58b277df2fce725ca2e5;AMONLY;Motor R - Small;2014-02-06 12:56:13.000;-6.0;17
9fb06bccea111f4476b53c64a62236bf27a9f16d;AMONLY;Motor R - Large;2014-02-19 10:01:05.000;-3.0;1
9fb8b76a73b499f545333d9bf64b4fa39ea672b8;SERIES;Motor R - Small;2014-02-20 10:08:42.000;-3.0;16
a116e07da614529dc7c047f30b54927262c87579;SERIES;Motor R - Medium;2014-02-17 14:23:25.000;-6.0;5
a1379f8c2a393ef4d65661670f2c257bc64c65fb;SERIES;Motor R - Large;2014-04-01 07:50:36.000;1.0;1
a2a52b1adea98caf97cc09797a79b093c76500f8;SERIES;Motor R - Small;2013-11-25 14:05:24.000;1.0;10
a5cd3852b72cc0194c1ee1eb1f89b55dd7b2f26a;SERIES;Motor R - Medium;2014-02-17 11:11:03.000;-6.0;9
a75eadfaf7f3d5fd24d5cbf62b747bc6247acd19;SERIES;Motor R - Small;2015-10-09 08:18:18.000;0.0;9
a7a36df28b32c74fa5505f9691142bb75f76fe98;AMONLY;Motor R - Small;2015-11-19 15:50:48.000;1.0;8
a9b26e06c1f1fb1f37cc16a76ce1038f2c47ba86;AMONLY;Motor R - Medium;2014-02-17 08:33:11.000;-5.0;5
a9f4c11dc4b633f5074366cac87ab1fd51520b41;SERIES;Motor R - Medium;2014-02-11 12:47:16.000;-6.0;4
ac3c5059cd99cb283328ab82066308cb9d3209e7;SERIES;Motor R - Small;2014-02-04 09:18:55.000;-6.0;12
ac467d89cdb34d7a41ae187275ac5677b12161eb;PROTOTYPE;Motor R - Large;2014-05-29 11:05:43.000;-4.0;2
acfe7004392192c1d2b197e8c33090b7b4b19476;SERIES;Motor R - Small;2014-07-31 10:00:36.000;1.0;14
aefc156b54fd1acc19f1e94f98bd5ae1804cb850;AMONLY;Motor R - Small;2014-02-06 11:16:47.000;-5.0;14
afc4af1bb10952937202581bc498147094fcd5a3;SERIES;Motor R - Large;2014-02-20 10:07:00.000;-5.0;2
b1bb30978282103e57068606036381603718bf1c;SERIES;Motor R - Small;2014-02-07 15:06:04.000;-3.0;6
b1c7538d6299249243c227623bd2918741a201b9;AMONLY;Motor R - Medium;2014-02-20 10:09:29.000;-7.0;3
b2b9903b21fe4702d0e0d49ae4fca2b4e3706567;SERIES;Motor R - Medium;2014-02-17 16:08:55.000;-3.0;4
b39bc234dcbbdff404f57ae8ca9893f87b52fa8c;SERIES;Motor R - Medium;2014-02-10 13:55:37.000;2.0;6
b4d15ada4b1add15b3a34fc5560037ec16dfd770;AMONLY;Motor R - Medium;2014-02-20 10:09:12.000;-6.0;7
b9ba11a34606d9076a01911489f49824084cff04;SERIES;Motor R - Medium;2014-02-17 08:32:54.000;1.0;4
ba9e3692f48f1182f1d0639f400d47553c00cd95;OBSOLETE;Motor R - Medium;2014-05-29 11:05:44.000;0.0;11
c4110dd38021ae09d7e3dff5ee53a03f7bcce199;SERIES;Motor R - Medium;2014-02-11 12:49:15.000;1.0;7
c4328164af39be20403b85de9773fd08a57b75f6;PROTOTYPE;Motor R - Small;2014-06-09 12:43:11.000;0.0;7
c732181b7004fc4b995ef4227e53578673df2030;AMONLY;Motor R - Small;2014-02-05 09:49:46.000;-7.0;12
c84e1b6ce4de4ab15a986a4e59ac9b6169099821;SERIES;Motor R - Small;2014-02-04 09:19:12.000;0.0;12
cbca7759386f3b9c3a43e2d63072831ccc9ca07e;SERIES;Motor R - Medium;2014-03-27 09:36:36.000;1.0;7
cbde41dbc1891f613b7ead57087a25d2c6e2c56b;SERIES;Motor R - Large;2014-02-19 12:32:18.000;-6.0;1
cbf39c9e3f2c0b760606646c6e5d2628154c2e67;SERIES;Motor R - Large;2014-02-19 12:32:31.000;-1.0;1
cc0248c503dfdd7ebaeb3ecde40632398862f076;AMONLY;Motor R - Large;2014-02-20 09:05:58.000;-3.0;1
cdd6e24121c6dbcd7aaa7283536e93abf75f09a9;AMONLY;Motor R - Large;2014-02-19 12:32:27.000;0.0;1
d0392af423d37670ffb3382fc528f0035faf27a4;SERIES;Motor R - Medium;2014-02-10 13:54:48.000;-1.0;10
d22ca79de06749cb6045e2edead66a5350611177;PROTOTYPE;Motor R - Small;2015-02-02 10:17:39.000;1.0;18
