DateKey;date_invoiced;year_date_invoiced;month_date_invoiced
1ef20e42739ebc5be17e194931eb361a6991933c;2011-08-30;2011;8
236a9bbee513038e94f525796c21c7e8ace4ab1a;2012-12-27;2012;12
dbd95bfd7bf827c7e28c358654804fcabd420593;2014-01-17;2014;1
7a0a7b329af914c4ed45421241eea0013836ff03;2015-03-06;2015;3
2a36bc13de2862b9a9d200de86fb635c4171a630;2016-09-05;2016;9
5587792b53cc61b0f2a707fc7f7409b4ff490122;2007-01-03;2007;1
017c3aa4db77496da0e40c0f0f3d3c15b7b3fdc1;2007-02-19;2007;2
e431fe82d85b9fcdc89a0b59f312d4ae0bfe75ce;2007-04-18;2007;4
8dc1a3310c46269b9ba1a1604584d6525034d602;2007-11-16;2007;11
35eb4092a0eb827c163f3238a23cedaeebc20179;2008-04-02;2008;4
0975f662075c090f2b4135207f9440dd0dc0536c;2008-07-02;2008;7
02e4b8210083383f96666cf9f60d9ebd4705ca05;2008-12-17;2008;12
2a3c9c449f3480387d9bae9c4e58538964296213;2009-05-28;2009;5
d8e266b69476b6227a50d3e79957dcb363cdafac;2010-07-30;2010;7
795a22418b8a7660b2252dfd029d960809df6589;2013-02-28;2013;2
c36fd3406ac24168c9d31e367d0488669f564263;2013-08-20;2013;8
65424802eb3ea1f84cab3d58bc993e231223875b;2015-07-17;2015;7
f326605a387ef797c86b27b415f95bdb7a2cb19f;2016-03-21;2016;3
3f8de8cba5f843ba44f81eb441ebff53e0ee3e3a;2016-05-17;2016;5
1347ea65867018101833e8ac77437e1ffdd163ad;2007-01-12;2007;1
ff8f6efe8f1f2bd5d168a956d5cce4c2f4ebbf29;2007-01-17;2007;1
6e7b1750746cf183fe9fc179e1e61e6cfdca3d94;2007-02-13;2007;2
82bb525b271d741eea2aa8326241f066a2a9fd4e;2009-02-10;2009;2
06d2c01fe2e67a0398c9b85c80b4bd87402b7789;2010-07-23;2010;7
92c4a5d0c2320b670fe9d453f2c9f092ca13230c;2010-11-05;2010;11
32bb6b5ad8e2c3fc93f2f1a3890149b66a44aa8c;2011-01-25;2011;1
1cf442b247ddcde1933dc4cfc249acd625d664f9;2012-02-01;2012;2
e4854d2baca320f13e36d9d8bb768ef333a30324;2013-04-12;2013;4
23b43e2b4f7604857365f8d3b9ef75d00b0784c0;2014-09-28;2014;9
065b425a546272feaf354fee4e8f6db2bab505fb;2015-03-18;2015;3
ec82cfdfae0b84e929d5d631dd5800d9a03c0242;2016-04-29;2016;4
78f9a0a9c4eaf33334c55a9b3811fedb68bf6feb;2016-07-19;2016;7
2cbdf1ff4e0f6a199103b31515be1e28bd3a5fa2;2016-09-20;2016;9
43cdcc4f64c38f6a80e967c0f626b45f185ec6c8;2008-04-24;2008;4
cd13a625b89d3704543810a8072b8fb01dee74d6;2009-01-23;2009;1
6a109f9459aeb3c39bd32ccfae6ee365f2e23841;2010-05-04;2010;5
eee411061e8496150f0c0c89cdbc4ea8432ed87f;2010-06-04;2010;6
5a1d34b2571f4a7408e69a0ff66d358648a7085b;2010-07-19;2010;7
6535f0cf16dd4f8e2257f8b89f7db230c8e59b61;2011-05-05;2011;5
36c2b83fbf3198f159ba41ff0235ecd8cd14c38c;2012-03-30;2012;3
9c361cd48640197a78a87749a801437148f4dc81;2012-04-25;2012;4
7548da6f53b902d7b68550438fc19c899409c98b;2013-02-05;2013;2
a1238c721d4a1747041b354d0d1863c85c54c326;2013-04-04;2013;4
1fb8d4a7cce14654090e548de8192812d44fcb99;2013-07-02;2013;7
f72c7c27fe225afe2a12cea8e6499c43b9ad5cf8;2014-05-23;2014;5
011209f1794b21ed4f2dbd0fd259eb98b1a0e241;2016-08-08;2016;8
df833c6afc78d0587986a5ca01f4dd0e9155e49f;2016-12-07;2016;12
e9b976209dbb9536a9c0c03339d1aab9635f8127;2007-01-04;2007;1
8cee2cc552a29e9dae793e727413293e6586e028;2008-12-04;2008;12
5f9287754532e84000e15955736876607a645d62;2010-10-08;2010;10
4a3818e0629aee0ec5337df8d6ba909cdea56db7;2011-07-22;2011;7
3339de8bd388911ab02f91ab4bd2a500e4275cc6;2013-11-19;2013;11
e2c2771aeef44dd42d879809eeec68ae38661af0;2014-05-16;2014;5
0b61cf48533e143ca468ac514d00aeb0699e7bc4;2014-09-17;2014;9
19e3906bff17897863a9874c5873bfc97441d603;2014-10-15;2014;10
0314d8796797b5d2e4dd9883d6fc556a4360b71c;2015-01-14;2015;1
4729d6ac24a3eb41333546d1e5464d3ccdc92ab7;2015-07-17;2015;7
6e259144c35bc57880ee3d12c8199f35b903bd52;2016-04-20;2016;4
97680a043bf170a2ef7009122d12dca03ce93604;2016-10-26;2016;10
a4a0c13564604ffe9cd929a9f5281565725314ff;2016-10-31;2016;10
13722a7bdad9367243bcf12c29d8913c783c2254;2007-07-30;2007;7
b93b6ec0411d3a3d3eafde47000fd3f5ee6b642b;2007-08-21;2007;8
258cbcd6a9f8875eec715b89fb673a3dbde0f784;2008-01-14;2008;1
27ccadd1429704954e6e1d04cdfb8026684afd32;2010-10-20;2010;10
6e95bfa40c128ffd5d432a17e03666dc5a7fd286;2010-10-29;2010;10
2452207653a5a969047ebc1eea1a684f0a53c68e;2011-10-24;2011;10
b5accbcaf1654f66d98e3f84f9fe1183be800e1c;2011-12-27;2011;12
86fa0d55ec6d542adae3169cdfc31c84811b5754;2012-04-20;2012;4
5917e6e5f581302643e97236ae3e4b75131671f7;2013-03-27;2013;3
7299e528a50428b16a24cc9ee149fff9fd3d7d79;2013-10-11;2013;10
d9d0532f5ab3fae1decbafff024a4834c8a90b12;2013-10-31;2013;10
d201592ae32c2e42c76eee19a0685158e7b24493;2014-01-03;2014;1
216915f84eeab13c35799b31da7c22cefbe72745;2014-02-04;2014;2
f6316fe286fdd89f4432b51e38b80a3615cb708f;2007-09-04;2007;9
d87209372f86f9e405c44863d1b045aa45564666;2008-10-24;2008;10
3a01e5e78a1a6d08c3ef5116f154cc2a3adfa193;2008-12-16;2008;12
568c586bf37c95ba4fa85a9c70061bf1802b121f;2009-10-06;2009;10
fdf7a8ed4a1cebadf0f66fcdc9fb6f61c6df612b;2011-06-21;2011;6
5db60255d507d83f9e2dfdbc7e4f3d84b7629ede;2011-06-30;2011;6
fa4f4e5137e26c2c3589197440c61d128782b6d8;2011-09-14;2011;9
46646f3a9592fa70da7864d4d50222f83d115ada;2011-10-28;2011;10
bdf8fc2080ebb15ee0205d2d94b8a920c98f1038;2012-06-11;2012;6
ca3e64071d15151e29d11fc021f7156c7de9e9fa;2014-12-16;2014;12
6df0127d84f47c2701a86be900fc3fef3c6af129;2015-11-27;2015;11
74ad0dce6030e9e45f0067559e5e270a80f28ca4;2016-03-29;2016;3
1ab6cf558de8aeeee6fed5ec96339c03eb3dfe23;2016-04-12;2016;4
f5303f4aea189e4fcdd2fa36bba12c6ced39ec47;2007-01-11;2007;1
8c66ac648bd54c9634f1bb11db15a9c75f82e9ee;2007-03-23;2007;3
d2b2f213ff5e12800fb765ed4e692d0cbdf19c14;2007-07-24;2007;7
cab656f5e1d429441d409f55bef4d92020d64cac;2007-10-05;2007;10
0f242e4d10fc8168d6fece9c57bd707cc2a9b79d;2009-03-02;2009;3
3a01a4d9193122b46990a2ab5349527c61016755;2009-03-11;2009;3
3a299964617839cbe0f69027c19fa5d1f0081ada;2013-05-13;2013;5
272dd03e11d5674a21b648b8dd500c983ffea534;2014-01-23;2014;1
ca94f6c6e5d890060ca21517f7309839c57b5aed;2014-05-29;2014;5
8dc11b4e2aa424b7a846009de717c7340211e88b;2014-07-11;2014;7
44421451b433a701b97aa2859deebc1ee61aa0a1;2014-11-05;2014;11
f4587bca968549cafefe8a7a746f3364daba0392;2015-11-05;2015;11
d6ef83e967c231fb762adfdda78b707942eead09;2016-11-02;2016;11
70aeec6279939e0c3b99fa1fac52cf71b481f871;2007-02-16;2007;2
947f4be03972cdd258ae58f7e134fc3109d96edc;2007-06-11;2007;6
096685fb6d70148ca8c5b867c6849e7f0f3d44a3;2007-11-21;2007;11
a2aa80303480cf7c86edc6ac5c8d921cb0b06fa7;2008-09-10;2008;9
cea96a66a5429bb05e95a2e89a3d9a48e05f7977;2009-06-10;2009;6
846adbc4d2b82dedca19c6b3ede5b9bf4921e393;2010-02-12;2010;2
8e75fbaf9f89143aa68ab4ce289c3ba23a4d143c;2010-06-30;2010;6
4f4df1cf796d319c6f77c2657a822768ca1b91c8;2010-09-20;2010;9
84fb977070523fe3efc47dc746c935877420bcf8;2010-12-17;2010;12
6d68afbeb5230aebf6c079295adae3fc3b7d47a6;2011-06-16;2011;6
492bf23f7d8599a174c0a3e4a9ec46f84b1e9350;2011-08-25;2011;8
e4768adb22cd5694850ba235886eb83b76a51300;2014-12-09;2014;12
de22a6bf7f7eeb7d86dc9674a0df7d032400764b;2015-12-11;2015;12
836a80122c341fc33b2bceb0dc76dce497e3f2ed;2008-03-03;2008;3
7fb050f59c5afc5ffbb4aecac61aeffd7133a732;2008-03-28;2008;3
cb9e1d5c78c190b8b13570f114d9f7e492256095;2008-07-23;2008;7
fed821aabfe627baf383e392b1facec9b6106594;2012-02-06;2012;2
22901c0bbda1526e09d1c12549c325f69c63eb33;2012-10-26;2012;10
0e72d3d27939aea58c4a3c955467edb08b3b2175;2013-05-03;2013;5
29bff2c71cb6cc0fb143fd041faad8d12590b5f8;2013-06-28;2013;6
3f6fd76d612cc7b91d0b9a1ac9cc904b3424272a;2013-09-04;2013;9
751f06342b3152e5af0231d34dae8def3317be49;2013-12-17;2013;12
30da220d67b720b903d0595b56c108c55ef1331b;2014-06-12;2014;6
9f36c4452e3ec2174822c4304d031782cec367cf;2014-10-29;2014;10
b2c3ae957c85064d3eac757ac6471c60e2181a87;2015-02-17;2015;2
2e9c24a774e3fc371852bbfede8424aaff6b3d4a;2016-12-07;2016;12
3048f19c7bda71e4d2851ba768fbd625c169899c;2007-06-29;2007;6
0de99f974a321829c09df1f11b06a3b18982a2d0;2007-08-02;2007;8
f981f1a01fd4a812bacb87ef39b357888d097676;2008-08-12;2008;8
a140fa466a1df92c1a0f6ce7de5d2daa908a240b;2009-12-04;2009;12
3253b1e5ebbb97dc036891c9391a9d4ed8b39856;2010-10-08;2010;10
cf77f48455c535efb436937fc2da2b3ee4e2edcd;2010-12-22;2010;12
654ad3de42a5e08eb6979d0e5d35cdc3f5267d89;2012-02-13;2012;2
7404114a7456aa59f4d9d18d2794219608410ca8;2012-03-30;2012;3
8636df7d0957a8ca0140bf26ec7045c7304ee7c8;2014-06-24;2014;6
2aa3a5c4f03e3408021e56016b9e31ab96068454;2015-09-07;2015;9
939d0e6f38b86824162e79579d5d22d236ffd494;2016-05-11;2016;5
399d6afc711c6202144d140e64bc1c6c786d999d;2016-05-26;2016;5
123f3ec5c508ddfc68aa4820439d83d549e07e92;2016-11-10;2016;11
f9fc7ffb59bebcf05f8842c66dd1b177330b2c67;2007-01-09;2007;1
b08757c764c784b30a0cdd2556388ed1293ec468;2008-09-11;2008;9
1d7b19d13414b078df45362c5f7656c931826fce;2009-04-14;2009;4
ea4b1294afcb63a5fef61146aea289161f196719;2009-05-20;2009;5
a36877d66688b09ded47ce793e3e4c2d8ac51ff4;2009-08-05;2009;8
1d9566d8b344ac27dc0a715b2c1433443db349ce;2010-11-22;2010;11
9414642d04937c01680289421d56bd44dba8f3a5;2011-07-20;2011;7
1a1fe58f9b853a0acc1e47990013bfa76e4270b6;2011-11-16;2011;11
9ec0cf10516946e13abe7b48abee106b67372019;2012-02-28;2012;2
be9972673e3bda88c6f372f551f250bb33430053;2012-03-07;2012;3
e7c985fe0ddb2b765570a16b734f654bd43f94eb;2012-10-16;2012;10
17d0ec2e2e21adde74f4ed82a1bfe963ed1d73d8;2014-01-26;2014;1
8076d85ba0b687e5e876a2343faee0535ff1989b;2014-11-04;2014;11
71c8f73afa91f87db258e98bb8737e9b086a5ef8;2007-11-08;2007;11
ca5b70cc2eb9ac860c999e1ba16f3250c989a573;2007-11-09;2007;11
7936587a4851904abd37a9ef04917189a8ccec1a;2008-11-14;2008;11
66417471da28f2a0b6c8da1b0d297c813323852b;2009-06-02;2009;6
c574baccd369452bf9f630445b783d4aa2c72b1d;2009-08-04;2009;8
a73706b52daccc4e9f47383f3bc9859dd63d0cf2;2009-10-14;2009;10
385759cbb1f9111cd404731b0923d2f17fd88528;2011-06-13;2011;6
2fc0e0b9701e5bdf3f44d4ff1e52e034b19b48e3;2011-09-21;2011;9
24938eb51193d110cd9f8139192105bb25e74ad7;2013-02-21;2013;2
739022daddeb839299b4e698f302c4007796b8ab;2014-07-09;2014;7
4cd54e8bee06b0937a7a7ff1fc870b7a8936a85f;2015-02-09;2015;2
5314ee30cfdf134fe56fcd1af986a8d5a92855e4;2015-05-13;2015;5
5dedc7567169e728c56ebfdfc8c48a33d0dc3d9a;2016-07-11;2016;7
0a660b908337fb0c37a230d95508e9805937305a;2007-01-23;2007;1
0f8f308fed5fd9ea572d361e1425dfd8bcf50046;2007-03-16;2007;3
daea8ad9b91c2ebdaced3de29b4c5de8cf41a1fd;2007-06-27;2007;6
ac7e9172f5b35cc31d92233b2f752f3d2791deb2;2008-12-02;2008;12
7da698b7e844737a46f0c26768a0b663d6a44989;2009-11-16;2009;11
227e109a63c23e8cc6f8ba655ffbfebbb3fb23db;2010-01-08;2010;1
e82493c433501e5f3f1e3d4cee1b213b82ebe50c;2010-02-23;2010;2
32e1d20c322847226b6dee6ffa2559a3b0fdd2f2;2010-12-22;2010;12
f1f15bbae10d1eb03c91ac0daef92e9e9f060f7d;2012-05-17;2012;5
8fb5492583a1e3036fc444334ef8e6b65a140e88;2015-04-08;2015;4
b02680ba5af2c7b763a8ad0a05be905a6635bd0c;2015-10-02;2015;10
f8ca713cb33ba8dc0867bf61860a30eab9200d2e;2016-02-09;2016;2
987c28bbe805448e77dc0c1a8f350e16043f1baf;2016-09-28;2016;9
8f0757a1af51e2b268a3601612921f8d1c51258e;2007-03-12;2007;3
ebe8693d7b67c9c8506313543cffa7db5c91743f;2007-10-15;2007;10
0c606d018ef8a84704211bb9387cdc041fc5b43d;2009-08-24;2009;8
100c4adbb5099fd70a1c043e90eccdce83c9ccd4;2009-11-09;2009;11
c1b176a823bc070cf03dbdb074d071f5d0c26640;2010-04-28;2010;4
3931b5472b72ce0579024de0038f87cf5b91a33f;2010-07-13;2010;7
5a4b2307e254714e7d242cae172ed34019ff0252;2011-06-22;2011;6
7fac29a11326d7c9c66853b3d333250f75de708e;2012-04-04;2012;4
6cad4ed938a45967a40c674e14061fd9a99a1995;2012-07-10;2012;7
bd8d43080cb5fb8d180e69a2d98ca8f4d442ebd6;2012-11-26;2012;11
814b0f10b47900df79d3df2e2be9fe46e4cb22f7;2014-11-26;2014;11
e9ea4a9f1bcb293dd2e55d2f094220706f5ce13f;2015-01-21;2015;1
b980ec16f67ee193d186d1f18724434504670645;2016-09-08;2016;9
64682ced5d1bdcbeccb92080ecbcbcb58e83c53c;2007-04-02;2007;4
1e1a0c1eae849b3c0ce69a30ce7b78c8220e4106;2007-11-23;2007;11
08d8f257d73a51c65481e70d9cd5577d55e53dc5;2008-05-13;2008;5
f263bd4f855fb02928dd154b8c6eb31893908389;2009-01-27;2009;1
26e47a2e1665b8c19b1f8889cb036f46f425518d;2009-01-29;2009;1
02acb401af94fc29e0267373d4a9c3fe089f7bc0;2011-01-21;2011;1
ba5bb747e74685a33cf11920e8d7d23c2d34ccaa;2013-02-19;2013;2
40f461d9c7de5761242deb8bcb9c64c94b3da5e1;2013-08-21;2013;8
530bc696b88a922986cc23d3a3009c06b2849ddf;2013-12-03;2013;12
8dc32661cb3aa2a8d9a4eb19065c859308a5dfbf;2014-05-09;2014;5
fa7f3077666a299480ddb950b472fb36ba8bdfe9;2014-12-09;2014;12
b2eaa58bdfc21009422fe5316bdc35617478e9bd;2015-01-19;2015;1
50743951bfad838edf8ceacb2e89ace39719ff71;2016-02-12;2016;2
6bb98d0349a18b53a2ceb25ddff276e7c3719d96;2007-01-24;2007;1
07f5f95b240a3430973b7df0fde81537f4f5ea25;2007-12-11;2007;12
339abeaac9617e283e7bed4fd758d6d873055bde;2008-10-16;2008;10
a3df89be359025a57cac025eff9a50cca71fde6a;2009-03-19;2009;3
2a76bd4a55f9703a705485129041b55e6c217f24;2009-03-30;2009;3
75b415b326348dbcadd1e7b411d45022d001a27c;2010-03-30;2010;3
81f9a51627ac0bb443e6efe4fec489d23f547a62;2011-03-17;2011;3
02ae78757a4aadb051523390880dc4752570493c;2011-04-19;2011;4
6842fd534aa49f8900d2fe2b80da54e2aefafd7c;2011-09-06;2011;9
20204b944baa7e5b3468c185b2029641bd55ae18;2012-03-26;2012;3
4027fb3e00aac50af01f71e34deb7dfc501325ab;2014-05-09;2014;5
e28149ab766467e0b440e15b58907d7fde987551;2015-01-08;2015;1
2eec70ff706be5f281d06ae6d13a822027018e97;2015-11-09;2015;11
452ccc544d60b1711cfe7110087541025e15acdb;2007-01-15;2007;1
861a1e2327646cf35d0e0434b0482beee152b1bc;2007-01-29;2007;1
f3adcc47afa8161406cec59b8e434c15c44a3015;2007-04-16;2007;4
8d1b5c187a468dfbab3815090d24e84af78f8b03;2007-05-09;2007;5
9419ab356a818f2c057f03b89dcd9dd9f25802ab;2007-06-26;2007;6
95a678553e7f382cbb95453efb682eb887add5c5;2007-10-16;2007;10
1243bb85db8232f0b9141b058bb3be78500b0dff;2008-02-20;2008;2
45835d131437b3762f4fe2697ede30e16fec1459;2009-07-09;2009;7
8e7546d5bc2aeb327c7921736e437dfd6dd91cd7;2010-06-28;2010;6
afda8bf2631ef2bb7ddd68d1916cb7bd8402f622;2013-08-30;2013;8
3ff5a41be35fe23101076908f181d70e75f2d0f9;2014-06-30;2014;6
cdac30413f3be276b219aa92e73793970c8ec05a;2014-12-03;2014;12
0d0489ed56b5083c75dd47b9a5b4f7414a3edb2e;2016-12-13;2016;12
cdf0e83d5d2438f706ba4abe5aff368e3250c1b1;2007-01-02;2007;1
90e9768f3767c0f781a8fa1f2108dd4cbc9a1faa;2007-07-06;2007;7
44e2b1565ec85bf365bc0fa127d8deffc0af7623;2008-02-12;2008;2
bf8807313f56693cf15a6989c6c1503e76961bfe;2008-05-12;2008;5
c5a95bda197892938923516f416549d454364879;2008-09-02;2008;9
f09488b71022a6e5ce6b415caf5eee08c7d9ee16;2009-02-06;2009;2
63de3f1070b9be0e98c4e5eb230d525807e999b6;2009-03-20;2009;3
1b2336fdc7556150b398770e0072ffaa41193c77;2010-06-24;2010;6
eb53c14edc830254723bae1574a275b7fba5085a;2010-12-10;2010;12
92dc44249a418239f09dd6c579aa942b212e539d;2011-07-22;2011;7
8703af0424285432345950a291f5266ac16323da;2012-02-15;2012;2
3490b15a09c077547296507ebab0e9513465ffd9;2013-03-13;2013;3
148ec12fea136c5268953260753c50c5c5beccb8;2014-11-25;2014;11
53ee37762f28b94225378ae6f7aa2aad9aa4d53c;2007-02-19;2007;2
7544f8bdc6575d2aeb7bd0c9da5da7ce567ae26a;2007-04-03;2007;4
9d65c6112a60808dc116a58cb1b0af1935deeb78;2007-07-25;2007;7
fa3096542207541f36b718ef56a5300b77664703;2008-04-04;2008;4
bb9d080204f3078319bc4f300b0c1834c1487067;2009-04-16;2009;4
f72b60ef4e38e73097bc00b8fa7d340115685ad5;2009-11-30;2009;11
b2b2d171bc686b9f824330dffb5a2171ad42dcf0;2010-08-24;2010;8
96b9fbccd043ab7de6d58d42667818ed93c1c7b5;2011-05-02;2011;5
aa15a8d3c1400cf5ca02b0f3d71edb2d031866f4;2012-07-04;2012;7
1f692cd0bbbb97fad15f2382b7a8c4861556e4c7;2013-09-25;2013;9
3cba8cf3bd81b5e4a91c722ecc050eaf6bb823c6;2013-11-13;2013;11
728e88cc8704a117f6c3cdd83542261ef30887bc;2014-02-13;2014;2
97f9b27397f26c04cf8f4829d4a6fe102e7dbe63;2015-04-08;2015;4
7669cc16ce38eaffa274559161a0980e3df772cd;2007-05-16;2007;5
e108740b57caecdf4dc3b91d59a25ff50e602cf6;2007-05-18;2007;5
7c2b9e7e1f0139c4733cf9bd381eb1e2b6080470;2007-09-04;2007;9
142a9880e79061933f2d4e8ccddd886d6ea5fedf;2008-01-22;2008;1
6f9f5f2bb68b8cd5b6ada21bcb0b79c6bc684976;2008-07-03;2008;7
0a3046d282bd8d2b3eb78a678ab854fe737f51f1;2008-07-14;2008;7
664d7af0e575ed0e593ca64a88e38744d22d1177;2008-11-06;2008;11
07443b1569002cddb92793cd0a6084e3b5157351;2009-02-03;2009;2
dd4c4a5477a3c1a6d93bff79df7f39bf93402746;2009-04-17;2009;4
38ea81c7475f31f12f14462b124b614fd9d8a894;2009-04-22;2009;4
bad1d63406d987fa1adf48703f756025f18baf34;2010-01-05;2010;1
ee36dce3da4b1182df39aebcfa36e9dd0077158b;2010-01-20;2010;1
2c6f0417c58c6e7854ebebf171e7090ad59301d0;2010-03-01;2010;3
a44c9792a7f55def3c6b0a1ddbe8842ac1df615d;2010-03-30;2010;3
0582c8b3f9f3bf94f17f4d20feddd7b981ce324b;2010-04-23;2010;4
11c5c7742f254ba5518aafb15de28ed372013142;2010-05-04;2010;5
4809198b7f624e5db01ea5eb378778a27dc0a20d;2010-11-03;2010;11
dbc9f5eab4699a5dbcab4041e0142146753e91e1;2011-06-23;2011;6
62726e080d6db457894fc9159dc77352fbfe02c9;2012-09-06;2012;9
5d55289fe5db07419c6aa39626483fc4b4a9d0c5;2012-09-24;2012;9
6141f84442e2ecd159fab17095f625e15711222d;2012-09-26;2012;9
187674c60e42299a7fedcac7c989686e38891145;2012-11-15;2012;11
6192612b641a1f2830e40575e61412beff9a20c0;2013-04-25;2013;4
258c1349f5b3a10900ecd43c6ffba33b39ab3c84;2014-03-06;2014;3
dcc07df78c7736f86275b160a96783f278024b63;2014-12-19;2014;12
136cc42f9ef45d4410d2de6ce9a7c26a034f5bb4;2015-06-16;2015;6
785228c9076ae93dc695c447be7d31419cb76f21;2015-08-03;2015;8
db93834ba7d535437b76522dcf2a455dc1bce797;2016-03-14;2016;3
67f27337a0cb461d446fd770fdd78c552656ebb0;2016-04-20;2016;4
af23ee34b3d14b87725a3a13cf42cf036321d029;2007-01-08;2007;1
3794fc2ecd976214cac5ddeed193c3f82016ef9d;2007-01-18;2007;1
685100ab0172508ab204851da9839a79ebbc1eb3;2007-01-19;2007;1
a09d46639e5baf53e626a94c50b846d5ea3fc923;2007-10-30;2007;10
1e31c1a9b14725641b6d4bd2bb3dfc15295f253d;2008-02-07;2008;2
0475ee18d9bb50ab84c1b3699e622748c9c35a18;2008-12-11;2008;12
5c2ced0c814d44ee6a26236728b94c1f996bdc8e;2009-03-17;2009;3
aa1a798283e046f0fd25f43a035c6fb5019ef723;2009-05-11;2009;5
8cafb77cf58aa76f9135c43f7982a4bf01c703d8;2009-10-06;2009;10
20b16837d317d7af6bd225ae5b61d37b3ffa3b18;2009-11-12;2009;11
18dc0df14cf3d6aee0685a344a234ae1bd400f2f;2010-11-18;2010;11
756095903c97698614ae7bf8cb22cfbab335960b;2011-05-13;2011;5
0d1fc8836b41ad7549f6bd416ff8b71a61948d36;2011-11-22;2011;11
672428deb27a60439d4f425899cb54e5ee3415a9;2011-11-23;2011;11
ff7cab8610832c13e9a577be9e189dbbef0460c8;2011-12-12;2011;12
6f9512cd214c2292c19f6c46e2152b5977c2b7fb;2013-02-28;2013;2
93a24952c35dff5d9f134920f3ff01e1681d7377;2014-11-05;2014;11
0b1710369e98798af07c4f76c27a78762d57600e;2014-11-27;2014;11
9532eca06c7805497d824e26b48eb373796bd36b;2015-02-05;2015;2
5eae5cd817db344e454c442b3b3228429bc4e395;2015-06-18;2015;6
82b14a187aa28ff665f811cf188a758b78f9fcbf;2016-02-02;2016;2
78c0b3a574e175298dc731644416623ab28f4524;2016-02-29;2016;2
b74d76918e77f4aeee349a3a74259ad25050f3ee;2016-04-28;2016;4
4d6b5d202af3c4868f6314612f1f8f662f8943dd;2016-07-25;2016;7
ff04a85bdd6db1221a163e20d29bf4f23f91b3ec;2016-09-14;2016;9
0c883045686a3977370495bbf96fd256d0ab97dd;2016-09-29;2016;9
2abc830b32c0534cc15df72e0f00453ca87ba41d;2016-12-07;2016;12
7a7802466f052a79c0c6dc036f2d40ac48a90c18;2007-01-26;2007;1
01abceb4e70efae29080317b35c16f049ca1d0bf;2007-09-07;2007;9
e2138ae3122a2aceda71a9e080dc00c2bd0974d2;2007-12-07;2007;12
ad33a0af3bf5d0c76a0f60b6bb3749e4a537d404;2008-05-23;2008;5
a19d94f066fc8e4ea9cdb9dea76b887c343a3196;2008-11-14;2008;11
ea65fb879bb2da7edb34aa7d67bde50ebe1b0c62;2008-12-09;2008;12
63dd55f31db2f1c81f61c814353ed0131e3f66b9;2009-11-16;2009;11
adb2c60c6530507fe25c2c246fa88511f2a1c26d;2009-11-19;2009;11
bdd4bee7676f446d3ef6173c45ce0cafb6677c55;2010-05-25;2010;5
4bfa34276547e10153506eba62a65e5e31360aa6;2011-02-10;2011;2
92866c44da12f82a25bceb8242876dc792a7384d;2011-02-17;2011;2
2c60fee7614d078a2ebf2f172f3e417dff7fa0aa;2011-05-03;2011;5
a15ca3ea34ac931a3e6b172e9f97e8bcd1a5bb84;2011-05-27;2011;5
8a0952d21c404343c871047c921c6b2ab667fcf9;2011-10-25;2011;10
0ac7f7129bc89a8940cf7da5d03213224a0ab5e2;2012-01-27;2012;1
ef8a65aacddd5cfccf4ab12cc0c399701624c85f;2012-02-13;2012;2
e1b7e75025167eddf9fba6e937b27eeaa2e9befe;2012-09-18;2012;9
8c58f8ee21c4e400ed47931920ec4474f44220bc;2012-09-24;2012;9
a76ec50c2384be8a422524ebbd13a89ba7984480;2013-01-11;2013;1
81509ba58f4dbc70e90f82953f75a65229fe5df1;2013-04-19;2013;4
3e9004d6e9f3090afbe05a8fcff6dc3761ff25e7;2013-10-28;2013;10
7bc1825436b2d10bff61817469bc818c8c43dfaa;2013-12-05;2013;12
39de3edf172927e550c27971507676da7b2788c9;2014-05-07;2014;5
ddc00fd72122c660b6d0ccda52e974167dc3cc78;2014-09-26;2014;9
14b3f16f6dd180e15173f44d8cdb14a46dfc9c3c;2015-12-11;2015;12
45022d70d519610bdffd13586c252e4f1cbb0118;2007-04-23;2007;4
68351ee06c9555cac50346108d5cc6ed4e493f59;2007-06-04;2007;6
ea012903d5c6813da2ea524e1f1b50d5fb168422;2007-08-03;2007;8
b70374208172b4130b6df58bfa345c13a369d7b0;2008-02-05;2008;2
782c10086b21b08e794f9e39e60e95eb7763fc95;2008-02-15;2008;2
79eb2b9d85fc88f8b8d0feae77e48acbb6aba06b;2008-10-22;2008;10
7c548e6b7257e947a10c27fc5bf6ff3e9ffaf954;2009-06-24;2009;6
b3ab5c549536ca60851e6094a5582d4a41d665a1;2009-09-03;2009;9
db5f450dffe0eaafac5acbcf9c669e74fabd3dbe;2010-03-30;2010;3
03763d0e87eb64c0dbdbb001960c9cf7bb2cc8d1;2010-05-27;2010;5
6aeded59396bd1b9688040a70ff8d796da93780d;2010-05-28;2010;5
a8734bd31053784f343816b94a53af6122a6eeb7;2010-06-18;2010;6
5ddefad3e4c648bea9e5e5bee9e67cb7596566c4;2010-11-19;2010;11
070ce36d36be2862ec26ff51276277df071399ff;2011-11-22;2011;11
a97ddf21a40c709e977bae407b99f75eba022320;2012-01-27;2012;1
bb97a4937fd5d5a8a537e99816af7bfe85247ebc;2013-08-13;2013;8
d7fecb73835bc32bae6887edb745746134e9b49f;2013-10-10;2013;10
f6435372c46dd9e508fb7b64b7039807ef225a0b;2014-01-17;2014;1
d5518adf4fd554585975e1983927ea4e0671d168;2014-10-31;2014;10
785401215ee7efc6e516430eac01e69de965cbea;2015-03-18;2015;3
